index,ad,header,url,location,ad timestamp,lat,long,address,scrape_timestamp,datasource
163,Now is the time to pamper yourself!Feeling under the weather?You are in the right place!Sweet and beautiful Asian therapists are waiting for you!Don't hesitate to call us!Our treatments include: Deep Tissue Swedish Hot stone Back walking Knee Massage Foot Reflexology MassagePrivate Shower For Your ConvenienceMassage Pro3105 Peachtree Parkway Suite 103 (141) Exit 13 on Ga 400show contact infowww.massageproga.com    ,"MASSAGE PRO (Alpharetta / Johns Creek / Suwanee, Peachtree Pkwy. 141 )",https://atlanta.craigslist.org/nat/thp/d/massage-pro-alpharetta-johns/6419972477.html,,12/10/2017 12:05,34.0425,-84.0262,Peachtree Parkway at Bride Ridge Dr,21:01.0,CL1
164,Now is the time to pamper yourself!One Hour $60. One Half Hour $40.Feeling under the weather?You are in the right place!Sweet and beautiful Asian therapists are waiting for you!Don't hesitate to call us!Our treatments include: Deep Tissue Swedish Hot stone Back walking Knee Massage Foot Reflexology MassageSunset Massage1595 Peachtree Parkway Suite 201 (141) Exit 13 on Ga 400sunsetmassagega.com    ,"SUNSET MASSAGE, 470??-297-??4757 Exit 13 off 400 141",https://atlanta.craigslist.org/nat/thp/d/sunset-massageexit-13-off/6419971595.html,"google,map",12/10/2017 12:05,34.123707,-84.170594,Peachtree Pky at Sharon Rd,21:01.8,CL1
165,"Come try our TaiJi Massage, combo of Deep Tissue, Acupressure, Shiatsu, Hot Stone & Barefoot/Ashiatsu (on request) Massage. You will get from our well trained therapists a truly relaxing massage - enhanced oxygenated blood flow which repairs & regenerates tissues; relaxes, reinvigorates your muscles and helps release endorphins which makes you feel good.Try us out (we have new therapists) & GET A TRULY LIFTING & RELAXING EXPERIENCE. Reflexology/Foot Massage, Ionic Detox are also available. Don't wait. Call without delay. Walk-in's are of course welcome.Address: 6427 Roswell Road, Suite C, Sandy Springs, GA 30328. Tel:  show contact info.    ",TAIJI Massage. Well Trained therapists for truly Relaxing experience (,https://atlanta.craigslist.org/atl/thp/d/taiji-massage-well-trained/6419969615.html,"Sandy,Springs",12/10/2017 12:03,33.930204,-84.378691,Roswell Road at Vernon woods drive,21:02.6,CL1
166,"Massage Inspire brings the best foot and body massage to the East Cobb. We work to provide you with the most comfortable and easing experience here in Massage Inspire, beginning with our reclining massage chairs. We want to ensure that your stay here is worry free and leisurely, providing a clean and soothing environment for our customers. Massage Inspire offers a large variety of massages for you to choose from, from our renowned hot stone massage to our stress-freeing foot massage which are all available in couple rooms as well.Deep Tissue, Swedish, Hot Stone, Sports, and Foot MassageMonday - Saturday 10:00am - 9:30pm Sunday 12:00pm - 8:30pm2745 Sandy Plains Road Marietta GA 30066Near Marietta, Sandy Springs, Dunwoody in East Cobb www.massageinspire.com  show contact infotag: massage, swedish massage, deep tissue massage, reflexology, hot stone therapy, sports massages, asian massage, chinese massagetag: Dunwoody, GA North Atlanta, GA Chamblee, GA Doraville, GA Roswell, GA Smyrna, GA North Druid Hills, GA Norcross, GA Marietta, GA North Decatur, GA Druid Hills, GA Tucker, GA Mountain Park, GA Decatur, GA Alpharetta, GA    ",É?? Massage Inspire Best Foot and Body Massage Sandy Plains East Cobb É??,https://atlanta.craigslist.org/nat/thp/d/massage-inspire-best-foot-and/6419960102.html,"Marietta,GA",12/10/2017 11:56,34.01618,-84.4931,2745 Sandy Plains Road,21:03.5,CL1
167,"Great Location! Great Massages! Great Prices!!!Body Massages: 1hr/$50, 90mins/$70, 2hrs/$90(Swedish, Deep Tissue, Chinese Tui-Na, Shiatsu, Sports Massage,...)Foot Massage (Reflexology): 30mins/$20, 1hr/$30900 Mansell Rd. #16Roswell, GA 30076(Mansell Oaks Shopping Center)Open Hours:Mon - Sat: 10am - 10pmSunday:     12pm - 10pmTel:  show contact infoshow contact infoWalk-Ins Welcome!","Massage Nova - New Location Grand Opening:  90mins/$70,  2hrs/$90",https://atlanta.craigslist.org/atl/thp/d/massage-nova-new-location/6419952768.html,Roswell,12/10/2017 11:49,34.04283,-84.334837,900 Mansell Rd.,21:04.2,CL1
168,"Cartersville 1237 Joe Frank Harris ParkwayGoing North on 41 Make a U-Turn at the Cartersville DDSLocated in The Ideal Center complexPricing Massage: Soft, Medium, Hard Therapy all at the same Price30 Minute Massage. . .. . .. . .. . .. . .. . .. . .. . .. . .. . ... . .. . .. . .. $40.0060 Minute Massage. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . ... $50.0090 Minute Massage. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . ... $80.00120 Minute Massage. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .$100.0060 Minute Foot Massage. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .$40.0030/30 Combo Foot/Body. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .$50.0060/60 Combo Foot/Body. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .$90.004 Hand One Hour. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . .. . ...$100.00	Credit Card use Fee under $80 = 2.00	$80 or more = $3.00    ",ViVi Massage $49.99 Special,https://atlanta.craigslist.org/atl/thp/d/vivi-massage-4999-special/6419946431.html,catersville,12/10/2017 11:44,34.220539,-84.848937,1237 joe frank harris pkwy,21:05.3,CL1
169,"Professional Therapists are available here for relaxation or for a variety of health conditions:1. Back pain2. Stress relief and stress-related conditions,3. Building Immunity.4. Migraines5. Muscle and related conditions such as spasms, strains and sprains6. Circulatory and respiratory problemsWarm, Clean Atmosphere awaits you - Men and Women.We pride ourselves in being the Who's Who in Massage Therapy, if you're not satisfied, please let us know!!We take all Major Credit Cards.North West GA, Cartersville, Dalton, Adairsville, Calhoun Please make an appointment for the last hour.The VERY BEST MASSAGE in North Ga. 5134 JF Harris Parkway (41 North) Adairsville, Ga. 30103Open Mon-Sat 10:00 AM to 10:00 PM and Sunday 11:00AM to 7:00PMPlease call for appointments  show contact infotext or call  show contact info -- Walk in Welcome    ",*** Best Massage in North Ga. *** $49.99 !!!,https://atlanta.craigslist.org/atl/thp/d/best-massage-in-north-ga-4999/6419945385.html,adairsville,12/10/2017 11:43,34.343046,-84.909545,5134 joe frank harris pkwy,21:06.0,CL1
170,"Delightful Spa, Best Asian Massage.Healing Hands  HOT STONE THERAPY, Deep Tissue, Swedish massageDry Sauna Room for your comfort.Walk-in's Welcome CALL NOW:  show contact infoSee you soon    ",Delightful Spa,https://atlanta.craigslist.org/nat/thp/d/delightful-spa/6419936179.html,Roswell,12/10/2017 11:35,34.061923,-84.405972,1470 Woodstock Rd,21:06.8,CL1
171,"GRAND OPENING!!!!!!Welcome to WELLNESS MASSAGE!Male & Female Massage TherapistWe give you best relaxation, and high quality services We offer soft music, very clean comfortable rooms and relaxing environment we are professional licensed and well trained. . Your satisfaction is our final purpose. Our treatments include:1.Full body massage2.Foot massage3.Deep tissue4.Knee massage5.Hot stone therapy massage6.Couples massage7.Body ScrubOpen 7 days,Walk Ins are WelcomeMon-Sat: 10:00am - 10:00pm Sunday: 12:00am - 10:00pmCall: show contact infoPlease visit our website: http://www.wellnessmassagehouse.comAddress:125 Ernest w Barrett Parkway,Unit #110, Marietta, GA 30066(Across from Stein mart & behind Chase Bank Next to QT gas station)See you soon!!!!!    ",Éù?Éù?-$49.99/hour--BEST Asian Massage--Grand Opening-Éù?Éù?,https://atlanta.craigslist.org/nat/thp/d/4999-hour-best-asian-massage/6419935415.html,"I,Exit,Kennesaw,Marietta,Woodstock",12/10/2017 11:35,34.012898,-84.553463,125 Ernest W Barrett Pkwy NW,21:07.6,CL1
172,"GRAND OPENING!!!!!!Welcome to WELLNESS MASSAGE!We give you best relaxation, and high quality services We offer soft music, very clean comfortable rooms and relaxing environment we are professional licensed and well trained. . Your satisfaction is our final purpose. Our treatments include:1.Full body massage2.Foot massage3.Deep tissue4.Knee massage5.Hot stone therapy massage6.Couples massage7.Body ScrubOpen 7 days,Walk Ins are WelcomeMon-Sat: 9:30 am - 9:30 pm Sunday: 11:00 am - 9:30 pmCall:  show contact info",?¯è?É??è??¯è?É??è? GRAND OPENING! -----BEST Asian Massage ?¯è?É??è??¯è?É??è?,https://atlanta.craigslist.org/nat/thp/d/grand-opening-best-asian/6419934263.html,"Roswell,Alpharetta",12/10/2017 11:34,34.02116,-84.317783,,21:08.4,CL1
173,"Welcome to Ceder Massage, your local professional massage service located at 6035 Bakers Ferry Rd, #230, Atlanta, GA 30336Service : Soft massageKneading MassageSwedish massage, Deep tissue Massage, Hot Stone Massage, Reflexology, Pregnancy Massage, four hands massage and Couples Massage etc.Are you feeling stressed today? We welcome you to come in and experience the most relaxing massage in a very clean and quiet setting.accept payment in cash or credit card.6035 Bakers Ferry Road Southwest , Atlanta, GATEL: show contact infoWaiting for your arrival",?¯è?É?ù???¯è?É?ù?Ê Female & Male ?¯è?É?ù???¯è?É?ù?Ê$10 OFF ?¯è?É?ù??,https://atlanta.craigslist.org/atl/thp/d/female-male-10-off/6419927603.html,"Fulton,Industrial,Blvd,Camp,Creek,Pkwy",12/10/2017 11:28,33.729007,-84.572965,"6035 Bakers Ferry Rd ,",21:09.2,CL1
174, ,,https://atlanta.craigslist.org/atl/thp/d/10-off-grand-opening-table/6419920954.html,, ,,,,21:10.1,CL1
175,"I am a professional licensed Massage Therapist who loves and enjoys what I do. I have a professional and clean spa set-up with a professional massage table, soothing spa music and an aromatherapy scented room.My goal is help relieve you from everyday life stresses and bring you to total relaxation and escape from whatever problems you have while you are in my hands.  Massage isn't just a luxury, it's a necessity and very beneficial for your health and wellness.  Some benefits include relaxation, stress relief, pain management, lower blood pressure, improved circulation, increased range of motion, and decreased depression, relief of muscle tension and more.Modalities provided are Swedish, Deep Tissue, Sports, Trigger Point, Myofascial Release, Ashiatsu, Aromatherapy, Prenatal, and can be customized for your needs and wants. Upgrades available- Aromatherapy, Deep Muscle Therapy, and Sugar Foot Scrub.Sessions available are 60, 90, and 120 minutes.  Incall prices $60.00 and up. Outcall is available for prices starting at $125.00 plus hotel parking.If you are in Atlanta on a business trip and would like a Massage Therapist, I'm here for you.  I'm very close to the Atlanta airport and hotels.Hours: Mon - Wed 8am to 10pm; Thurs - Sat 8am to 11pm; Sun - 9am to 10pm. Please call at least one hour in advance for an appointment.... Thank you and I look forward to taking care of you.Please call during my business hours and be professional and respectful.  No blocked caller ID's.  No text or emails please. Thanks youCall Belinda at  show contact info to set up an appointment.","""THE BEST"" MASSAGE THERAPY BY BELINDA",https://atlanta.craigslist.org/sat/thp/d/the-best-massage-therapy-by/6419920419.html,"RIVERDALE,AIRPORT",12/10/2017 11:22,,,,21:10.8,CL1
176,"Desired Touch Full body massage 7 days a week in (Lawrenceville ) come in  out the cold and enjoy a nice heated massage table relax release and rejuvenate,  I'll have you fallen asleep you'll be so relaxed. MASSAGE is  done by female therapists who are experience and friendly .I have clean linen soothing music or calm quiet your choice of oils or lotions we specialize in all types of massage my place is non commercial incall only with Alicia  show contact info. There's never a wait please try to book your appointment an hour in advance  I have an early bird special take $10 off the hour massage. Half hour session is 45.00  hour session is $60   90$ minutes $90 I have a VIP package that includes full body massage manscaping and body scrub for 175.  Four hand massage done on the weekend only 150.00 showers are available  too. BLOCKED calls won't be answered please try to book your appointment an hour in advance. I don't discriminate age or race . Temporary hours Monday -Thursday 1:30am - 2:00 pm  Friday 1:30 am  until I'm done  show contact info   I doubt you'll be be disappointed can't wait to see you.",Desired Touch full body massage 7 days a week,https://atlanta.craigslist.org/nat/thp/d/desired-touch-full-body/6419916040.html,Lawrenceville,12/10/2017 11:18,,,,21:11.8,CL1
177, ,,https://atlanta.craigslist.org/wat/thp/d/new-staff-femalemale-special/6419897616.html,, ,,,,21:12.6,CL1
178,"    Grand Opening~~Healthy Massage    Special Offer: Body Massage $10 Off and Free Table Shower   show contact info   Location #1: 875 North Main St, Ste 352, Alpharetta, GA 30009   show contact info   Location #2: 3710 Old Milton Pkwy, Ste 105, Alpharetta, GA 30005  Please Click here to View our Website!",Éù?Grand Opening Special Discount $10 Off & Free ShowerÉù?,https://atlanta.craigslist.org/nat/thp/d/grand-opening-special/6419895405.html,"Alpharetta,Johns,Creek,Roswell,Duluth",12/10/2017 11:00,34.093166,-84.279621,"875 North Main St, Ste 352",21:13.4,CL1
179,"nter> === BD  Massage  ==== Open 7 days: 10 am --- 9 pm 1575 lawrenceville  hwy  Suite E   lawrenceville GA 30044 Call :  show contact info for Appt, or Walk-inOur Treatments by LMT Include:Deep Tissue, Acupressure Foot massage ,Back walking 4HANDS  MASSAGCOUPLE MASSAGE***** FREE SHOWER *****Regular Professional Massage: $60/hour, Four Hands Massage: $120/hour Couple: $120/Hour Foot massage $40/hr ",NEW MASSAGE THERAPIST COMING !!!!!,https://atlanta.craigslist.org/eat/thp/d/new-massage-therapist-coming/6419887262.html,"U,S,HWY",12/10/2017 10:53,33.9418,-84.0706,U.S.29 HWY,21:14.0,CL1
180," ==== BD  Oriental Massage ==== Open 7 days a week: Business hours :10 am ---  9 pm 1525 e park pl. blvd stone mountain ga 30087 Call : show contact info for Appt, or Walk-inDeep Tissue,   Acupressure Foot massage Back walking swedish massageshiatsu massageRegular Professional Massage  Four Hands Massage:  **** ** FREE SHOWER  ** ***** ",BD  Oriental Massage                 CaLL **762*217*6786**,https://atlanta.craigslist.org/atl/thp/d/bd-oriental-massage-call/6419884193.html,ATLANTA,12/10/2017 10:50,33.764965,-84.184998,1525 e park pl. blvd..,21:14.7,CL1
181,"Welcome to DAILY MASSAGEopen 7days, 9 am to 9 pm.CALL  show contact info300 village center dr suite 110 woodstock ga 30188(by aldi and advanced auto parts)we provide comfortable and clean private room.Experience our relaxing chinese massage)we also offer M4M massageOur treatments include:*Full Body Massage*Foot Massage*Deep Tissuse*soft tissue*knee massage*chair massage***4 HANDS massageFREE HOT STONE added to any massage.Come give us a tryCALL us at  show contact info",Aisan massage in woodstock (HWY92/Woodstock/roswell/kennesaw),https://atlanta.craigslist.org/nat/thp/d/aisan-massage-in-woodstock/6419880316.html,"village,center,dr",12/10/2017 10:46,34.087209,-84.467438,300 village center dr suite 110,21:15.4,CL1
