ad,title,url,loc,scrape stamp,lat,long,addr,scrape date,source
   AK MASSAGE ** Best Asian Massage & Table Shower **  Best Service ** ** All New Staff  **3020 MINNESOTA DR.  ANCHORAGE  AK.  99503  Tel   show contact infoOPEN 7 Days  * ACUPRESSURE * DEEP TISSUE MASSAGE * ORIENTAL MASSAGE * BODY SHAMPOO *  * No RUSH * VISIT FOR RELAXATION * No Appointment Necessary * Walk-In Welcome We Hope To Serve You Real Soon Let Us Show You The Magic Of Oriental Relaxation NEAR AIRPORT ,NEW !! AK MASSAGE !!  BEST ASIAN MASSAGE & TABLE SHOWER (NEAR AIRPORT),https://anchorage.craigslist.org/thp/d/new-ak-massage-best-asian/6419992757.html,anchorage,12/10/2017 8:21,61.193008,49.912846,3020 MINNESOTA DR.,32:28.0,CL1
"   ORIENTAL THERAPY SPA  1515 E. TUDOR ROAD. SUITE #9  ANCHORAGE, AK 99507Tel   show contact infoOPEN 7 Days Walk in Welcome.  * ORIENTAL MASSAGE * Table Shower * Asian Staff * Best Facility in Anchorage ",ORIENTAL THERAPY SPA !!!  BEST FACILTY & STAFF IN ACHORAGE  !!!!!!!!!!,https://anchorage.craigslist.org/thp/d/oriental-therapy-spa-best/6419991498.html,"E,TUDOR,RD,ANCHORAGE,AK",12/10/2017 8:20,,,,32:28.9,CL1
"Awesome Masseuse at Sherry's Massage Therapy!Anchorage - 1549 E. Tudor Rd., #A (in the Situs Plaza)Call for appointment:  show contact info Walk-In's are welcome! Men and women are welcome!If you want a REAL massage from a specialist, this is the place for you!Beautiful, soothing, therapy office. Clean, peaceful, and relaxing. Therapist is an expert in deep tissue massage, Thai massage, Hong Kong style back-walking,Shiatsu massage, Swedish massage, hot oil therapy, and cupping therapy.No fake massage here. Only the best professional massage with real results. You will not be disappointed.30 min - $4045 min - $5060 min - $60WOW!!! NEWLY RENOVATED!!! SHOWER NOW AVAILABLE!!!Open seven days a week and holidays 9:30 a.m. to 10:30 p.m..    ",THE WEATHER IS TURNING . . . PERFECT TIME FOR MASSAGE!!!,https://anchorage.craigslist.org/thp/d/the-weather-is-turning/6419674741.html,"Tudor,Rd",12/10/2017 0:06,61.181136,49.853677,,32:29.6,CL1
"****Call an appointment or text only.****7400 E.Denelle St, Palmer AK(Across from Mat-Su Regonal Medical Center. Close to Parks Hwy 2 min.)LEGITIMATE THERAPEUTIC AND RELAXATION SESSIONS ONLY.STEP INTO RELIEF WITH A MASSAGE ESCAPE TO HELP YOU ACHIEVE YOUR ULTIMATE WELL-BEING.My name is Rossirin (Rosie) Baxter and am a State Licensed Massage Therapist. I have been practicing massage therapy for more than 10 years.Rossirin Massage and spa is an upscale spa that has been in business for many years. Thanks to strong support from our clients.I specialize in:Swedish Massage, Relaxation Massage, Deep Tissue, Prenatal Massage, Hot Stone.My goal is to relieve your pain & tension, massage therapy has helped:* Acute/chronic pain, headaches and discomfort* Reduce blood pressure & improved lymphatic flow* Manage anxiety, stress and depression*Call for an appointment or text only:  show contact info or text  show contact info or  show contact infoWelcome to my Website: http://www.rossirintherapeuticmassagetherapy.comGift Card is available30 min massage $401 hour massage $601 1/2 hour massage $90*Accept cash and credit cardOpen 7 days and holidays.Business Hours:Monday 8:00 am - 11:00 pmTuesday 6:30 pm - 11:00 pmWednesday 8:00 am - 11:00 pmThursday 6:30 pm - 11:00 pmFriday 8:00 am - 11:00 pmSaturday 8:00 am - 11:00 pmSunday 8:00 am - 11:00 pm7400 E.Denelle St, Palmer AK*From Anchorage 40 minutesTake Glenn Highway going north towards Wasilla. Mat-Su Regional Medical Center will be on your right. Next, take the Trunk Road Exit and go left at the stop sign.Drive halfway down the roundabout and take Fireweed Road. Turn right to Denelle Street. My residence is gray and three houses down to your left. *From Wasilla 10 minutesGo south on Parks Highway to Trunk Road Exit. Drive halfway down the roundabout and take Fireweed Road. The first road to your right is Denelle Street. My residence is gray and three houses down to your left.    ",BEST THERAPEUTIC MASSAGE BY ROSSIRIN 907-602-1976 PALMER,https://anchorage.craigslist.org/thp/d/best-therapeutic-massage-by/6419647355.html,"google,map",12/9/2017 22:29,61.560834,49.263022,"7400 E. Denelle St,",32:30.4,CL1
 ,,https://anchorage.craigslist.org/thp/d/sun-massage/6419448901.html,, ,,,,32:31.2,CL1
"Spiritual Touch  Anointing with hot salt solution [removes toxins / pain, makes smooth skin], Chi-balancing, Chakra-centering, Reiki [Chi (life-force) energy work],Laying-on-Hands [we ask Holy Spirit power to heal].Tutoring, if you like to change the world. I do not charge compensation.Call to schedule. No texting, please.Ordained Male teacher here to serve:  show contact info",Spiritual Touch ðŸŒ¹ Beyond this world ðŸŒ¹,https://anchorage.craigslist.org/thp/d/spiritual-touch-beyond-this/6419414895.html,Anchorage,12/9/2017 15:55,,,,32:32.1,CL1
"   Yong Spa      Our office is made to be soothing and calming. Our massages are professional and great for healing your aches, pains, and relieving stress. Come in and try us out you will not be disapointed. We Do: *Swedish/Shiatsu Massage* *Deep Tissue Massage* *Accupressure* *Hot Oil Massage* *Facial Massage*  We are Located at  500 Muldoon Rd # 10, Anchorage, AK 99504  in the Muldoon Square Shopping CenterOur hours are 9am - 11pm 7 days a week, walk ins are welcomed  Telephone   show contact info)   ",Yong Spa providing the most relaxing and Therapeutic massage,https://anchorage.craigslist.org/thp/d/yong-spa-providing-the-most/6419095559.html,"Muldoon,Rd,ANchorage,AK",12/9/2017 11:15,61.218051,49.733401,500 Muldoon Rd.,32:33.1,CL1
"Awesome Masseuse at Sherry's Massage Therapy!Anchorage - 1549 E. Tudor Rd., #A (in the Situs Plaza)Call for appointment:  show contact info Walk-In's are welcome! Men and women are welcome!If you want a REAL massage from a specialist, this is the place for you!Beautiful, soothing, therapy office. Clean, peaceful, and relaxing. Therapist is an expert in deep tissue massage, Thai massage, Hong Kong style back-walking,Shiatsu massage, Swedish massage, hot oil therapy, and cupping therapy.No fake massage here. Only the best professional massage with real results. You will not be disappointed.30 min - $4045 min - $5060 min - $60WOW!!! NEWLY RENOVATED!!! SHOWER NOW AVAILABLE!!!Open seven days a week and holidays 9:30 a.m. to 10:30 p.m..    ",THE WEATHER IS TURNING . . . PERFECT TIME FOR MASSAGE!!!,https://anchorage.craigslist.org/thp/d/the-weather-is-turning/6418446892.html,"Tudor,Rd",12/9/2017 0:06,61.181136,49.853677,,32:33.8,CL1
"NEW LOCATION, SAME GREAT SERVICES!!!ACE Oriental Massage is an upscale spa that has been in business for many years.  Thanks to strong support from our clients, we are expanding to a LARGER, BETTER location to cater increasing demand!!!We are now conventionally located in midtown Anchorage on Spenard Road, only a few minutes from Anchorage International Airport (ANC).* Friendly, licensed Asia staff.* Comfortable & Relaxing atmosphere.* Quite and clean private room.* Free shower If you are seeking high quality, un-rushed, therapeutic massage from professional, licensed therapists, you have definitely found one. Come to relax and ease your pain & stress!!!  NEW Location 4608 Spenard Road, Ste. A, Anchorage AK 99517  show contact info  WALK-INS also very welcome Hours We open EVERYDAY 9:00am-10pm.  Rates $40/30 minutes, $60/60minutes HOPE TO SEE YOU SOON! ",New Location! Come To Relax & Relieve Your Pain & Stress!!! (ANC),https://anchorage.craigslist.org/thp/d/new-location-come-to-relax/6418129460.html,"Mid,Town",12/8/2017 15:20,61.179121,49.939069,4608 Spenard Road,32:34.7,CL1
"===VIP Benson Spa=== Good massage TherapyMagic Strong hands ! from strong to light touch!Awesome Acupressure Massage!Hot Oil /Hot towel/Hot showerWe Offer---Professional Deep tissue==Acupressure Massage==Swedish ==Back walking7 days/Week , Open 10:00 am--",===VIP Benson Spa=== Good massage Therapy,https://anchorage.craigslist.org/thp/d/vip-benson-spa-good-massage/6418096990.html,"midtown,anchorage",12/8/2017 14:49,61.194148,49.888058,343 w Benson blvd,32:35.4,CL1
"Magic Strong hands ! from strong to light touch!Awesome Acupressure Massage!Hot Oil /Hot towel/Hot showerWe Offer---Professional Deep tissue==Acupressure Massage==Swedish ==Back walking7 days/Week , Open 10:00 am-- 10:00 pmlocation 343 W. Benson Blvd. # 8, Anchorage, Alaska, 99503phone call:  show contact info  [Walk-in or Make appointment]price----60 min/ $60 (Deep tissue, Acupressure and Swedish)30 min/ $4090 min/ $100",Good Massage -----Good   Masseuse ===    907 333  4141,https://anchorage.craigslist.org/thp/d/good-massage-good-masseuse/6418095760.html,"anchorage,midtown",12/8/2017 14:48,61.194148,49.888058,343 w benson blvd,32:36.2,CL1
"******Back from Vacation******Sore, tense, tight muscles from working out at the gym or doing work around the house? Then come to June's Spa to relax & rest while you enjoy a comforting massage. In order to keep your body in optimal health you need a nice relaxing massage. June offers:* Oil* Deep Tissue* Swedish* Shiatsu* Scalp* Back Walk* Body Wash/Table ShowerNo appointments necessary, walk-in's welcome, men & women welcome, private massage rooms clean & comfortable, shower or table shower is available.515 W. Fireweed Ln. #B ( same plaza as Brown Jug)Anchorage, Alaska 99503Ph#  show contact info$60.00---60min$40.00---30min",JUNE SPA,https://anchorage.craigslist.org/thp/d/june-spa/6418011480.html,"W,Fireweed,Ln,B",12/8/2017 13:37,61.198777,49.891045,515 W. Fireweed Ln.,32:36.9,CL1
"River Spa Massage  New OpenWelcome  Good Massage  Nice Asian Lady $40: Half-Hour $60: Full Hour Open: 7 Days 9:00 AM to 10:00 PM 6002 Debarr Rd., Anchorage, Alaska [near Boniface]Call:  show contact info",ğŸŒ¹ğŸŒ¹ğŸŒ¹New Open: River Spa MassageğŸŒ¹ğŸŒ¹,https://anchorage.craigslist.org/thp/d/new-open-river-spa-massage/6417861218.html,"Anchorage,northside",12/8/2017 11:48,61.209602,49.769776,6002 Debarr Rd.,32:37.8,CL1
"Welcome to the BEST CHINESE MASSAGE in Alaska. Enjoy, the simple pleasure of pampering yourself with some well deserved time off. Your relaxiation and comfort come from the gentle hands of our experienced massage therapists. Visit our clean, cozy and friendly salon which includes private offstreet parking and a private entrance. Your comfort and pleasure are our highest concern!!Rates: $40.00/30 minutes, $60.00/60 minutes, $100.00/90 minutesOpen: 7 Days per week from 9:30 am - 10:00 pmLocation: 1080 West Fireweed Lane, Suite 204, Anchorage, Alaska 99503Tel:  show contact info OR Walk-in. (Upstairs)","☃☃Best Massage (1080 W. Fireweed Ln, #204 (midtown))",https://anchorage.craigslist.org/thp/d/best-massage-1080-fireweed-ln/6417855752.html,"West,Fireweed,Lane,Suite",12/8/2017 11:44,61.19863,49.903596,1080 w fireweed lane,32:38.7,CL1
"Qin Spa. 630 I St. (Anchorage Downtown). Delightful Asian Massage!!!Relaxation at its best. Comfort for your ease. Therapeutic stimulation for your overall wellbeing.Our well-trained, professional masseuse endeavors to provide all these with each visit.We invite you to call for an appointment or simply walk into our clean, nicely decorated spa.You are welcome to enjoy a warm shower, before or after your session.Soothing music, inviting massage table, attractive masseuse and very stimulating massage will make your day brighter and healthier.$60 for 1 hour $40 for 30 minutesOpen 7 days per week.630 I Street, Downtown Anchorage, between 6th and 7th Ave. near Marriott hotel, and many other large hotels. Free Parking beside building between building and fence.Call  show contact info We appreciate our many repeat customers and we thank you .    ",Qin Spa. 630 I St. Downtown 222-7727,https://anchorage.craigslist.org/thp/d/qin-spa-630-st-downtown/6417854286.html,Anchorage,12/8/2017 11:43,61.215974,49.899473,630 I St.,32:39.7,CL1
"   Yong Spa      Our office is made to be soothing and calming. Our massages are professional and great for healing your aches, pains, and relieving stress. Come in and try us out you will not be disapointed. We Do: *Swedish/Shiatsu Massage* *Deep Tissue Massage* *Accupressure* *Hot Oil Massage* *Facial Massage*  We are Located at  500 Muldoon Rd # 10, Anchorage, AK 99504  in the Muldoon Square Shopping CenterOur hours are 9am - 11pm 7 days a week, walk ins are welcomed  Telephone   show contact info)   ",Yong Spa providing the most relaxing and Therapeutic massage,https://anchorage.craigslist.org/thp/d/yong-spa-providing-the-most/6417816661.html,"Muldoon,Rd,ANchorage,AK",12/8/2017 11:18,61.218051,49.733401,500 Muldoon Rd.,32:40.6,CL1
"Feeling Stressed and Sore? Having Neck, Arms, Shoulders and Joint pain?Than Come, We can help you feel better with therapeutic and relaxing massageby Professionally Trained and Licensed Asian Masseuse.We provide authentic Asian Massage, specializing in:*Deep Tissue Acupressure *Shiatsu *Swedish Massage*Scalp Massage *Back Walking *Cupping*Hot Stone *Hot Towels *Moxabustion *Gua ShaMassage will help you to relax and ease the tension ofeveryday stresses from work and outside adventure.Very clean therapy office, soothing music, heated massage table,peaceful and calming atmosphere.Relax your Body and your Mind with our wonderful massage.The best professional massage with positive results.Business Hours:Monday - Friday: 10am - 10pmSaturday: 12pm - 9pmSunday: Closed$40 for 30 minutes$60 for 60 minutes$90 for 90 minutesMajor credit cards acceptedVISIT US TODAY!    ",► ► TASHA'S MASSAGE THERAPY ◄ ◄,https://anchorage.craigslist.org/thp/d/tashas-massage-therapy/6417519468.html,"Midtown,Anchorage",12/8/2017 8:11,61.194708,49.894096,,32:41.4,CL1
   AK MASSAGE ** Best Asian Massage & Table Shower **  Best Service ** ** All New Staff  **3020 MINNESOTA DR.  ANCHORAGE  AK.  99503  Tel   show contact infoOPEN 7 Days  * ACUPRESSURE * DEEP TISSUE MASSAGE * ORIENTAL MASSAGE * BODY SHAMPOO *  * No RUSH * VISIT FOR RELAXATION * No Appointment Necessary * Walk-In Welcome We Hope To Serve You Real Soon Let Us Show You The Magic Of Oriental Relaxation NEAR AIRPORT ,NEW !! AK MASSAGE !!  BEST ASIAN MASSAGE & TABLE SHOWER (NEAR AIRPORT),https://anchorage.craigslist.org/thp/d/new-ak-massage-best-asian/6417414635.html,anchorage,12/8/2017 7:06,61.193008,49.912846,3020 MINNESOTA DR.,32:42.2,CL1
"   ORIENTAL THERAPY SPA  1515 E. TUDOR ROAD. SUITE #9  ANCHORAGE, AK 99507Tel   show contact infoOPEN 7 Days Walk in Welcome.  * ORIENTAL MASSAGE * Table Shower * Asian Staff * Best Facility in Anchorage ",ORIENTAL THERAPY SPA !!!  BEST FACILTY & STAFF IN ACHORAGE  !!!!!!!!!!,https://anchorage.craigslist.org/thp/d/oriental-therapy-spa-best/6417413669.html,"E,TUDOR,RD,ANCHORAGE,AK",12/8/2017 7:05,,,,32:43.1,CL1
"------ TOKYO SPA ------Feel relax and refresh at our Clean, Classic Place with our Asian Masseuse.Ready for a Phenomenal Swedish, Shiatsu, or Deep Tissue Bodyrub  Let's not forget our  Table Shower, Full Body Scrub---------- 7 DAYS OPEN !!  ----------9 0 ",TOKYO SPA !!!!!!!  BEST ASIAN MASSAGE & TABLE SHOWER   BEST RELAXATION,https://anchorage.craigslist.org/thp/d/tokyo-spa-best-asian-massage/6417412658.html,"W,TH,ST,ANCHORAGE",12/8/2017 7:04,61.19,49.8938,,32:43.8,CL1
"Awesome Masseuse at Sherry's Massage Therapy!Anchorage - 1549 E. Tudor Rd., #A (in the Situs Plaza)Call for appointment:  show contact info Walk-In's are welcome! Men and women are welcome!If you want a REAL massage from a specialist, this is the place for you!Beautiful, soothing, therapy office. Clean, peaceful, and relaxing. Therapist is an expert in deep tissue massage, Thai massage, Hong Kong style back-walking,Shiatsu massage, Swedish massage, hot oil therapy, and cupping therapy.No fake massage here. Only the best professional massage with real results. You will not be disappointed.30 min - $4045 min - $5060 min - $60WOW!!! NEWLY RENOVATED!!! SHOWER NOW AVAILABLE!!!Open seven days a week and holidays 9:30 a.m. to 10:30 p.m..    ",THE WEATHER IS TURNING . . . PERFECT TIME FOR MASSAGE!!!,https://anchorage.craigslist.org/thp/d/the-weather-is-turning/6417121563.html,"Tudor,Rd",12/8/2017 0:06,61.181136,49.853677,,32:44.6,CL1
"===VIP Benson Spa=== Good massage TherapyMagic Strong hands ! from strong to light touch!Awesome Acupressure Massage!Hot Oil /Hot towel/Hot showerWe Offer---Professional Deep tissue==Acupressure Massage==Swedish ==Back walking7 days/Week , Open 10:00 am--",===VIP Benson Spa=== Good massage Therapy,https://anchorage.craigslist.org/thp/d/vip-benson-spa-good-massage/6417092889.html,"midtown,anchorage",12/7/2017 22:18,61.194148,49.888058,343 w Benson blvd,32:45.3,CL1
"   Yong Spa      Our office is made to be soothing and calming. Our massages are professional and great for healing your aches, pains, and relieving stress. Come in and try us out you will not be disapointed. We Do: *Swedish/Shiatsu Massage* *Deep Tissue Massage* *Accupressure* *Hot Oil Massage* *Facial Massage*  We are Located at  500 Muldoon Rd # 10, Anchorage, AK 99504  in the Muldoon Square Shopping CenterOur hours are 9am - 11pm 7 days a week, walk ins are welcomed  Telephone   show contact info)   ",Yong Spa providing the most relaxing and Therapeutic massage,https://anchorage.craigslist.org/thp/d/yong-spa-providing-the-most/6416850249.html,"Muldoon,Rd,ANchorage,AK",12/7/2017 16:03,61.218051,49.733401,500 Muldoon Rd.,32:46.1,CL1
Good massage store Chinese massage therapist    ,Sun massage,https://anchorage.craigslist.org/thp/d/sun-massage/6416824825.html,"DeBarr,Rd,P",12/7/2017 15:37,61.20965,49.778301,DEBARR Rd at St micheals St,32:46.9,CL1
"NEW LOCATION, SAME GREAT SERVICES!!!ACE Oriental Massage is an upscale spa that has been in business for many years.  Thanks to strong support from our clients, we are expanding to a LARGER, BETTER location to cater increasing demand!!!We are now conventionally located in midtown Anchorage on Spenard Road, only a few minutes from Anchorage International Airport (ANC).* Friendly, licensed Asia staff.* Comfortable & Relaxing atmosphere.* Quite and clean private room.* Free shower If you are seeking high quality, un-rushed, therapeutic massage from professional, licensed therapists, you have definitely found one. Come to relax and ease your pain & stress!!!  NEW Location 4608 Spenard Road, Ste. A, Anchorage AK 99517  show contact info  WALK-INS also very welcome Hours We open EVERYDAY 9:00am-10pm.  Rates $40/30 minutes, $60/60minutes HOPE TO SEE YOU SOON! ",New Location! Come To Relax & Relieve Your Pain & Stress!!! (ANC),https://anchorage.craigslist.org/thp/d/new-location-come-to-relax/6416689992.html,"Mid,Town",12/7/2017 13:38,61.179121,49.939069,4608 Spenard Road,32:47.8,CL1
"MAGIC HANDS!  MAGIC FEET!  MEIYA MASSAGEExpert, Relaxing, Professional.  *Restorative Deep Tissue Knot Breaking Back Walking *Healing Therapeutic Chinese Tui Na *Relaxing Spirit Renewing Foot Reflexology*Rebalancing Shiatsu *Relieving Stomach MassageFor an Appointment Call:  show contact infoWALKINS Welcome! Cash, Debit or CreditOpen Everyday to 10:00 PM!East Dimond Blvd, Suite 9 Anchorage, AK 99515 -Just West of Diamond Mall. In The ""Pink Mall"" with FedExOffice, Deep Tissue breaks knots in deep muscle layers and connective tissue to relieve osteoarthritis Myofascial Pain, and Fibromyalgia and other chronic pain that cause limited mobility.Tui Na reduces pain from arthritis, sciatica, soft tissue injuries, muscle spasms and stress disorders like insomnia, constipation, headaches and digestion, breathing and reproduction.Foot Reflexology relieves pain, reduces stress and anxiety, rehabilitates and boost general health.  Reflexology can alleviate anxiety and bring about a deep state of relaxation by releasing stress.Shiatsu improves energy flow and balance.  Shiatsu protects against stress-related health issues and treats arthritis, insomnia, back and neck pain, sciatica, sinus problems, and can encourage healthy intestinal function.Learn why1000's of Elite Athletes worldwide trust USANA the World's #1 Nutrition Products (as determined by NutriSearch**) .  USANA CellSentionals work at the Cellular Level w-patented Cell Signalling technology to Restore Health and Renew Vitality - Beyond Medicine!  Most economical Health Insurance on the market!  Avoid illness, Increase Energy, Lose Weight, Improve Mental Acuity, Stop Needing Medications and get Rid of their Side Effects.","RENEW Your Energy, AWAKEN Your Vitality, HEAL Your Pains",https://anchorage.craigslist.org/thp/d/renew-your-energy-awaken-your/6416672733.html,"W,Diampond,Blvd,Ste,Near,Mall",12/7/2017 13:25,61.144126,49.876819,300 E Dimond Blvd Suite 9,32:48.5,CL1
"Hello I'm Ida I am an experienced and professional massage therapist massage from Thailand ,And use a number of techniques including stretching and deep muscle massage,I also provide the best back walking massage in AnchorageIf you need a legitimate relaxing massage I'm available everyday between 10 AM and 9 PMMassage is performed in- shop only no exceptions,$ 85 per hourCall and text me an oppoinment   show contact infoWalk ins welcomeThank you    ",Thai massage best of best in Anchorage,https://anchorage.craigslist.org/thp/d/thai-massage-best-of-best-in/6416598290.html,Anchorage,12/7/2017 12:30,61.137147,49.942802,Dimond at Jewel Lake,32:49.2,CL1
"Feeling Stressed and Sore? Having Neck, Arms, Shoulders and Joint pain?Than Come, We can help you feel better with therapeutic and relaxing massageby Professionally Trained and Licensed Asian Masseuse.We provide authentic Asian Massage, specializing in:*Deep Tissue Acupressure *Shiatsu *Swedish Massage*Scalp Massage *Back Walking *Cupping*Hot Stone *Hot Towels *Moxabustion *Gua ShaMassage will help you to relax and ease the tension ofeveryday stresses from work and outside adventure.Very clean therapy office, soothing music, heated massage table,peaceful and calming atmosphere.Relax your Body and your Mind with our wonderful massage.The best professional massage with positive results.Business Hours:Monday - Friday: 10am - 10pmSaturday: 12pm - 9pmSunday: Closed$40 for 30 minutes$60 for 60 minutes$90 for 90 minutesMajor credit cards acceptedVISIT US TODAY!    ",► ► TASHA'S MASSAGE THERAPY ◄ ◄,https://anchorage.craigslist.org/thp/d/tashas-massage-therapy/6416307126.html,"Midtown,Anchorage",12/7/2017 9:19,61.194708,49.894096,,32:50.2,CL1
"Awesome Masseuse at Sherry's Massage Therapy!Anchorage - 1549 E. Tudor Rd., #A (in the Situs Plaza)Call for appointment:  show contact info Walk-In's are welcome! Men and women are welcome!If you want a REAL massage from a specialist, this is the place for you!Beautiful, soothing, therapy office. Clean, peaceful, and relaxing. Therapist is an expert in deep tissue massage, Thai massage, Hong Kong style back-walking,Shiatsu massage, Swedish massage, hot oil therapy, and cupping therapy.No fake massage here. Only the best professional massage with real results. You will not be disappointed.30 min - $4045 min - $5060 min - $60WOW!!! NEWLY RENOVATED!!! SHOWER NOW AVAILABLE!!!Open seven days a week and holidays 9:30 a.m. to 10:30 p.m..    ",THE WEATHER IS TURNING . . . PERFECT TIME FOR MASSAGE!!!,https://anchorage.craigslist.org/thp/d/the-weather-is-turning/6415799878.html,"Tudor,Rd",12/7/2017 0:06,61.181136,49.853677,,32:50.9,CL1
