cl_ad_title,cl_url,cl_location,cl_ad,cl_ad_dt,cl_lat,cl_lon,cl_ad_street_addr,date_retrieved,data_source
"!!Encounter the Best Massage!! We Offer Relaxing Massage Therapy!!!",https://washingtondc.craigslist.org/nva/thp/d/encounter-the-best-massage-we/6319223887.html,"Herndon,Reston,Dulles,Sterling,Chantilly","New World Therapy provides you with the Ultimate in Massage Therapy!We offer: Shaitsu, Swedish Massage, Hot Stone Therapy, Deep Tissue and Aromatherapy Refresh with a Luxurious Table Shower. We now Offer a Choice of 4 Naturally Scented Organic Soaps!  VISIT & RELAX TODAY!  Relax in a Comfortable Private Room, with Soothing Music. Unwind with a Nice Natural Wood Hot Sauna, Never feel rushed. Enjoy a Soothing Massage with Our friendly Asian Staff Open 7 Days Call Us! 1039 Sterling Rd. Suite 102, Herndon, VA 9:30AM to 11:00PM8 Minutes From Dulles Airport","9/24/2017 13:53",38.9683,-77.3972,"1039 Sterling Rd. Suite 102",2017-09-24,CL1
"Relax and rejuvenate, new professional masseuse! Daily special ??",https://washingtondc.craigslist.org/nva/thp/d/relax-and-rejuvenate-new/6319216841.html,Vienna,"JJ Massage offers several massages that will be sure to bring you relaxation and rejuvenation!Our current special includes $50/1HR Deep TissueWe also offer $80/90MIN and gift certificatesCall now to make a reservation at  show contact info or walk right in!Our Hours:Weekdays - 10AM-9:30PMWeekends - 10:30AM-9:00PM","9/24/2017 13:48",38.9081,-77.2566,"111 Berry St SE Suite 102",2017-09-24,CL1
"Grand Opening!Time Theragy",https://washingtondc.craigslist.org/nva/thp/d/grand-openingtime-theragy/6319215905.html,"old,bridge,Rd,woodbridge","********Enjoy the best Asian massage in our nice clean new place**********Relieve tension and pain, your stress will melt away. Relaxing Asian massage , relaxing environment, soft lights and music .-~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~-Come and enjoy a relaxing day!We have the most pleasant tranquil and peaceful surroundings.We offer high quality massage.come!!!you will belive us.Call us today **  show contact info **Open 7 days Monday to sunday {9:30am --- 10:30pm}Address: 1358 old bridge rd, woodbridge, VA,22192 Next to Title Max store, in the back of complex.~~~~~~~(Lunch Time promotions 2pm before $10 off)~~~~~~~~MasterCard or Visa card accept do NOT contact me with unsolicited services or offers","9/24/2017 13:47",38.6750,-77.2569,"1358 old bridge rd",2017-09-24,CL1
"SIMPLY   EXQUISITE   MASSAGE",https://washingtondc.craigslist.org/nva/thp/d/simply-exquisite-massage/6319190952.html,nova,"A beautifully appointed massage studioA licensed massage therapist with fiveYears of experience.Come pick your favorite modalityExperience optimum relaxation of yourMind and body.Unscented oils and lotionsShower available for your use before orAfter your session.Ample parking.I am available every day from9am......10pm by appointmentsPlease call me at  show contact infoTo reserve your sessionI look forward to hearing from youNena","9/24/2017 13:29",38.6760,-77.3163,"4227 devonwoodway",2017-09-24,CL1
"Quality of life with Quality of massage  703-789-0875",https://washingtondc.craigslist.org/nva/thp/d/quality-of-life-with-quality/6319175482.html,"Springfield,Alexandria,DC","bamboo therapyHealing & feeling traditional massage &wellness!Achieve your best Health and quality life with therapeutic massage for men and woman!Swedish Deep tissueAcupresureReflexology Aromatherapyshow contact infoshow contact info6828 commerce ST #102Springfield va 22150 (10am- 10pm) (Springfield medical art building)","9/24/2017 13:18",38.7823,-77.1851,"6828 commerce ST",2017-09-24,CL1
"------:*'""*----?----TREAT YOURSELF WITH A N/I/C/E ASIAN MASSAGE----*'""*-",https://washingtondc.craigslist.org/nva/thp/d/treat-yourself-with-n-c-asian/6319173222.html,"__ALEXANDRIA,SPRINGFIELD","~ ___M & M WELLNESS CENTER___~Take a Mini Vacation To " MNM " Today![__The Best Asian Relaxation Massage__]Swedish / Shiatsu / Deep Tissue MassageTalented and Delightful Asian Staff / Luxurious ShowerExperience the Difference. Nothing compares! Sincerely Pampering You With Only The Best Asian Staff6080 Franconia Rd. Suite-C 2nd FL. Alexandria, VA 22310Open Daily 10am To 10pm - SUNDAY 10am To 9pm7 0 3 - 3 4 1 - 6 7 7 6","9/24/2017 13:16",38.7833,-77.1466,"6080 Franconia Rd",2017-09-24,CL1
"?????? 5 STAR AMAZING MASSAGE BY LATIN STAFF??",https://washingtondc.craigslist.org/nva/thp/d/5-star-amazing-massage-by/6319172901.html,Alexandria,"Luxurious environment with effective body work. Our highly trained staff will provide you with a wonderful relaxing experience. COME EASE THE PAIN ,AND ACHES, AND SOOTHE THE SORE AND TENSE MUSCLES TODAY                                                      SWEDISH MASSAGE                                                          FOOT REFLEXOLOGY                                                          HOT STONE MASSAGE                                              CALL:  show contact info OR  show contact info WALK- INS ARE WELCOME                                                             CASH  CREDIT CARDS ACCEPTED                                               ADDRESS: 5134 LEESBURG PIKE SUITE 200, ALEXANDRIA VA                                                                            OPEN: 6 DAYS A WEEK.                                                                      MONDAY-FRIDAY 10AM-8PM                                                                          SATURDAY: 10AM-7PM","9/24/2017 13:16",38.8453,-77.1159,"5134 Leesburg pike",2017-09-24,CL1
"***====***__FANTASTIC, SWEET SMILES & GREAT MASSAGE__***====***",https://washingtondc.craigslist.org/nva/thp/d/fantastic-sweet-smiles-great/6319172517.html,ALEXANDRIA,"__ * Swan Therapy * __show contact info*  a Top Luxury Oriental Therapy *You Won\'t Find a Better Asian Staff Anywhere Deep Tissue / Swedish / Shiatsu   Clean Shower Is Available  Open Everyday - 10AM To 10PM5146 Leesburg Pike 2ND. FL. Alexandria, VA 22302 " Time to enjoy our top notch services & luxurious Spa"","9/24/2017 13:16",38.8453,-77.1162,"5146 Leesburg Pike",2017-09-24,CL1
"[[=]]__WELCOME TO BEST ASIAN MASSAGE IN TOWN!__[[=]]",https://washingtondc.craigslist.org/nva/thp/d/welcome-to-best-asian-massage/6319172299.html,"[ , ]__,VIENNA,TYSONS","[[=]]__WELCOME TO BEST ASIAN MASSAGE IN TOWN!__[[=]]" Comfortable & Serene Environment! "VIP\'s Facility Is Renowned For Its ServiceThe Spa Is Absolutely Spotless, Tranquil & Very ComfortableYou Will Feel Right At Home From The Very First Moment You Walk InDeep Tissue / Swedish / Shiatsu Massage Friendly Asian StaffOpen 7 Days / 10AM TO 10PMRefreshing Table Shower 7 0 3 - 9 9 2 - 9 7 0 0  2240 Gallows Rd. Suite B Vienna, VA 22182","9/24/2017 13:16",38.9042,-77.2227,"2240 Gallows Rd",2017-09-24,CL1
"Your Best Chinese Therapeutic Massage is at Oriental Spa",https://washingtondc.craigslist.org/nva/thp/d/your-best-chinese-therapeutic/6319172204.html,"['Vienna,Tysons,Corner,Merrifield","['WELCOME! to Oriental Nature Health in Vienna, VA.  We provide Chinese therapeutic massage, including Tuina, Accupressure, and Deep Tissue massage techniques.  Foot massage and hot stone therapy is also available.Conveniently located in Northern Virginia at 2110A Gallows Rd., 2nd floor, Vienna, VA 22182, between Rt.50 (Arlington Blvd) and Rt.7 (Leesburg Pike).  Walk-ins welcome, please call for appointments st  show contact info.  Hours Monday-Saturday 10-10, Sunday 11-9.Rates: 30 min./$4060 min./$6090 min./$90Visa/MC welcomeWE LOOK FORWARD TO SEEING YOU!","9/24/2017 13:16",NULL,NULL,NULL,2017-09-24,CL1
"___? ___ G R E A T ___ A S I A N ___ M A S S A G E ___?__PINE SPA_",https://washingtondc.craigslist.org/nva/thp/d/r-a-s-a-a-s-g-pine-spa/6319171791.html,WOODBRIDGE,"Escape To Pine Asian Spa Today!=== THE #1 MASSAGE THERAPY IN TOWN ===Let Go of your Stressful Mind & BodyWith Our New Asian StaffStop by and Discover Your Favorite " THERAPY " TODAY !Deep Tissue / Swedish / Shiatsu MassageFirst Class Asian Massage / First Class PlaceNO UP SELLING / NO DRAMA / NO RUSH TEL:show contact infoOPEN DAILY 10AM - 10PMNew Pine SpaLocation: 1519 Old Bridge Rd. #103 Woodbridge, VA 22192","9/24/2017 13:15",38.6727,-77.2603,"1519 Old Bridge Rd",2017-09-24,CL1
"^^^__The Best Massage In Town!___UPSCALE ASIAN INSPIRED ATMOSPHERE_^^^",https://washingtondc.craigslist.org/nva/thp/d/the-best-massage-in/6319170779.html,"__TYSON,S,VIENNA,McLEAN","_____G & G Wellness Center_____"Come See Us and Let Us Melt Your Stress Away!"GRAND OPENING!Treat Yourself To a Best Relaxing Asian BodyworkFeel Better Today..The Oriental Way~ Deep Tissue - Swedish - Shiatsu Massage ~~ Luxurious T. Shower / Upscale Dry Sauna ~8450 Tyco Rd. Suite-C Vienna, VA. 221827 0 3 - 4 6 2 - 9 1 6 1","9/24/2017 13:15",38.9335,-77.2371,"8450 Tyco Rd",2017-09-24,CL1
"Your Best Oriental Massage is at Manassas Therapy",https://washingtondc.craigslist.org/nva/thp/d/your-best-oriental-massage-is/6319169783.html,"Manassas,Centreville,Chantilly","WELCOME! to Manassas Therapy in Manassas, VA.We provide Chinese therapeutic massage, includingTuina, Accupressure, and Deep Tissue massage techniques.Foot massage and hot stone therapy are also available.Conveniently located in Northern Virginia at 8647 MathisAve., Suite 101, Manassas, VA 20110, in the CobblestoneBusiness Center across from the Best Western, one blocknorth of Rt. 28 (Centreville Rd.).Walk-ins welcome, please call for appointments at  show contact info.Hours Monday-Saturday 10-10, Sunday 11-9.Rates:30 min./$4060 min./$6090 min./$100Visa/MC welcomeWE LOOK FORWARD TO SEEING YOU!","9/24/2017 13:14",38.7672,-77.4565,"Mathis Ave. at Breeden Ave.",2017-09-24,CL1
"______________MAGNIFICENT__ORIENTAL__MASSAGE ___________________",https://washingtondc.craigslist.org/nva/thp/d/magnificentorientalmassage/6319169638.html,"TYSON,S,CORNER,VA","Luxurious Asian Massage=====*   ENLIVEN THERAPY    *=====" WORLD-CLASS SERVICE " Relax Your Body And Mind With A Rejuvenating, Refreshing, And Restorative Massage" We Truly Are The Best & The Best Asian Massage " || Swedish || Deep Tissue || Shiatsu Massage |||| Refreshing Shower || Dry Sauna ||Open  7 days a week: 10:00am-10pm _______show contact info_______8472-D TYCO ROAD, VIENNA, VA 22182CLICK HERE * MAP","9/24/2017 13:14",38.9330,-77.2378,"8472 TYCO RD",2017-09-24,CL1
"??Full Body Asian Style Massage 571-325-2186 ??",https://washingtondc.craigslist.org/nva/thp/d/full-body-asian-style-massage/6319164388.html,"Reston,Vienna,Herndon,Sterling","["Come try Reston's Best Therapists         We are here ready for you HOURS:10 AM TO 9 PM LAST APPOINTMENT 8PMCALL TODAY FOR APPOINTMENT show contact infoLOCATED AT:11250 ROGER BACON DR UNIT 4RESTON, VA 20190Private Relaxing Rooms Clean Fresh SheetsFree hot towels You will leave feeling relaxed and refreshed after your massage session Call today for appointment "]","9/24/2017 13:10",38.9517,-77.3343,"11250 Roger Bacon Dr Unit 4",2017-09-24,CL1
"============Grand opening ,Alive spa, Best massage Choice==========",https://washingtondc.craigslist.org/nva/thp/d/grand-opening-alive-spa-best/6319163589.html,"maple,ave,west,suite,c,vienna,va","********Enjoy the best Asian massage in our nice clean new place**********Relieve tension and pain, your stress will melt away. Relaxing Asian massage , relaxing environment, soft lights and music .-~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~*Swedish *Foot Reflexology* Deep Tissue massage*Shiatsu* Hot Stone* -Come and enjoy a relaxing day!We have the most pleasant tranquil and peaceful surroundings.Couple room for men and women, plenty of free parkingWe offer high quality massage.come!!!you will belive us.We have a membership discount program available as well for our customers.also u can call get membership discount from spaCall us today **  show contact info**Open 7 days Monday to sunday {10:00am --- 10:00pm}Address: 311 Maple Ave West Suite C Vienna VA 22180~~~~~~~(Lunch Time promotions 2pm before $10 off)~~~~~~~~MasterCard or Visa card accept","9/24/2017 13:09",38.8935,-77.2532,NULL,2017-09-24,CL1
"Asian Full Body Oil Massage ?????",https://washingtondc.craigslist.org/nva/thp/d/asian-full-body-oil-massage/6319145234.html,Woodbridge,"Total ten therapists at two location for full body massage at (Woodbridge) and (Chantilly)Three new therapists just added !!All new employees !!! Try today!! Best hands !!!Woodbridge Call  show contact infoAddress :1455 Old Bridge RD,#101, Woodbridge VA 22192 ( Next to 7 eleven )Chantilly Call  show contact infoAddress : 13908 Lee Jackson Memorial Hwy, Chantilly,VA,20151 (Across Lexus car dealer )www.chdayspa.com","9/24/2017 12:56",38.6725,-77.2615,"1455 old bridge rd",2017-09-24,CL1
"~~~__~~~ RELAX! NOW!~~ __~~ The Next Level of Asian Relaxation ~~~~~~",https://washingtondc.craigslist.org/nva/thp/d/relax-now-the-next-level-of/6319139286.html,"Hanover,Pkwy","RAINBOW ACUPRESSUREAccept No Substitute ! - We Are The Best !TEL  show contact infoEnjoy Comfortable and Relax TimeWith Beautiful Asian StaffDeep Tissue / Swedish / Shiatsu MassageLuxurious Free Table ShowerUnder New Management Open 7 Days / 10am to Midnight Canaan Is The Place To Be ForYour Much Needed Relaxation !7335 Hanover Pkwy. #3 Greenbelt, MD 20770","9/24/2017 12:52",38.9886,-76.8758,"7335 Hanover Pkwy",2017-09-24,CL1
"==‡‡‡‡== *NEW ASIAN STAFF! =?= The wonderful asian massage awaits U!__",https://washingtondc.craigslist.org/nva/thp/d/new-asian-staff-the-wonderful/6319134681.html,"__VIENNA,TYSONS","[" ___COMFORT THERAPY___ __Accept No Substitute ! - We Are The Best !__[__You Won't Find a Better Asian Staff Anywhere__]* Deep Tissue / Swedish / Shiatsu Massage ** Luxurious Free Table Shower *Comfort Is The Place To Be For Your Much Needed Relaxation !Visit us and see why you won't soon forget this one!2238 B GALLOWS RD. VIENNA, VA 22182Open Daily: 10am To 10pm5 7 1 - 6 2 0 - 7 5 7 3 "]","9/24/2017 12:48",38.8987,-77.2250,"2238  GALLOWS RD",2017-09-24,CL1
"INDEPENDENT SPECIALIZED MASSAGE ? 703 750-6470",https://washingtondc.craigslist.org/nva/thp/d/independent-specialized/6319131298.html,"google,map","["You deserve a wonderful relaxation trip and a nice therapist.You are entitled to both!I am a tall BLONDE with outstanding hands.Mid 40's and I take my time. NO RUSH EVERI use only the best unscented lotion and oils.If you are looking for someone that is down to earth and very NORMAL. Lookno further.Call or email for further information. 9am-10pm  show contact infoCall Becky  show contact infodo NOT contact me with unsolicited services or offers No Texting    "]","9/24/2017 12:45",38.8251,-77.1798,"Logsdon Dr. at Little River Turnpike",2017-09-24,CL1
"$$$$$$ Special $50/Hour $$$$$$",https://washingtondc.craigslist.org/nva/thp/d/special-50-hour/6319120795.html,Herndon,"====== $$$$$$  Special $50/Hour  $$$$$$ ======*************CRYSTAL MASSAGE************======GRAND OPENING! CRYSTAL MASSAGE======MILITARY DISCOUNT 10 %ShiatsuDeep TissueSwedishBack WalkChinese MassageTable Shower We accept credit cardsCALL NOW show contact info FOR DETAILSFlexible Hours(Walk-Ins Welcome or By Appointment )OPEN 10AM TO 10PM DAILY102 Elden Street, suite 18, Herndon,VA 20170Close to Reston , Chantilly, Dulles, Herndon, Great Falls, Herndon","9/24/2017 12:38",38.9666,-77.3663,"102 elden street",2017-09-24,CL1
"~?~?~ _____ ARLINGTON THERAPY _____ GRAND OPENING ~?~?~",https://washingtondc.craigslist.org/nva/thp/d/arlington-therapy-grand/6319116835.html,Arlington,"Grand Opening  Swedish | Shiatsu | Deep Tissue | Dry Sauna Open 7 Days / 10am -11pmSunday: 10am - 10pm3213 Columbia Pike Arlington, VA 22204 Tired from work? Come and Enjoy our magic touch. Our Professional and friendly staff will Revitalize your day with a relaxing massage.","9/24/2017 12:35",38.8618,-77.0904,"3213 Columbia Pike",2017-09-24,CL1
"????????Grand New Opening!Professional Asian Massage",https://washingtondc.craigslist.org/nva/thp/d/grand-new-openingprofessional/6319100763.html,NULL,"Oasis SpaEverything is New here! Beautiful set up! Warm and very nice Staffs! ~*Relaxing Time Here! We have the best licensed Massage therapists. We offer clean, nice, quiet and private single and couple rooms. Services Provided:AcupressureSwedishShiatsuDeep tissueFoot ReflexologyHot StoneTraditional Chinese MassagePlease Call or Text:  show contact infoOpening hours: 10am - 10pm (7 days a week)Address: 4200 Evergreen Lane, Suite 331, Annandale, VA, 22003You will feel more relaxing after enjoying our professional massage!","9/24/2017 12:22",38.8339,-77.1874,"4200 Evergreen Lane, Suite 331",2017-09-24,CL1
"???New Ladies=Health Spa=Best In Town(703)680-3527??",https://washingtondc.craigslist.org/nva/thp/d/new-ladieshealth-spabest-in/6319080398.html,"Dale,Blvd,Woodbridge,VA","Health SpaGrand Opening, New Private RoomCALL:  show contact info4328 Dale Blvd. Woodbridge, VA 22193Click for MAPS! Clean  Private Quiet  Comfortable***  Swedish  Deep Tissue  Acupressure  *** ***  Body Shampoo *** Happy Hour Before 2PM $35/30Min || $50/60minsRegular Price $40/30Min || $60/60minsOpen 7days 10:00AM-10:00PM (SUNDAY 11:00AM - 9:00 PM)Skilled hands, combining the best of several bodyrubs techniquesCome and receive a unforgettable massageshow contact infoWalk-in welcome","9/24/2017 12:07",38.6481,-77.3382,"4328 Dale Blvd.",2017-09-24,CL1
"???? Grand Opening!!???? NEW BLUE SKY SPA!!",https://washingtondc.craigslist.org/nva/thp/d/grand-opening-new-blue-sky-spa/6319079588.html,"Dorsey,Circle,Manassas,VA","****    NEW BLUE SKY SPA ****Open 7days a week from 10:00am to 10:00pmCheck out our services at http://www.newblueskyspa.com/AMAZING EXPERIENCEAuthentic Asian Massage CALL:  show contact infoAdd: 8401 Dorsey Circle#102, Manassas, VA 20110  Google map Clean  Quiet  Comfortable** Swedish  Deep Tissue  Acupressure ****  Foot Reflexology  Hot Stone  Four Hands Massage **Visa, MasterCard and Cash are acceptableWe offer a wide array of professional massage. Whether your age, we can help to ease the stress and tension of life or to help you deal with a chronic muscle problem. Best prices and better results and service with our Advanced Professional Products and Procedures! Have a serene and good feeling.Gift Card is Available!!Plenty of Free Parking!!","9/24/2017 12:06",38.7693,-77.4866,"8401 Dorsey Circle&nbsp;#102",2017-09-24,CL1
